Year,Country,Location,Latitude,Longitude,Focal Depth (km),Mag,Deaths
1667,MEXICO,PUEBLA,18.8,-98,,,
1556,AUSTRIA,PROBABLY KARNTEN,46.9,13.7,,,
1911,USA,PRINCE WILLIAM SOUND,60.5,-149,60,6.9,
1983,USA,PRINCE WILLIAM SOUND,61.031,-147.286,37,6.1,
1942,SOUTH AFRICA,PRINCE EDWARD ISLAND,-49.5,32,25,7.9,
1981,GREECE,PREVEZA,39.481,20.699,31,5.6,2
1428,FRANCE,PRATS DE MOLLO; SPAIN,43.4,4.4,,,600
1841,AZORES (PORTUGAL),PRAIA DA VITORIA,38.4,-25.3,,,
1614,AZORES (PORTUGAL),PRAIA,38.4,-27,,,
1538,ITALY,POZZUOLI,40.6,14.1,,,
1582,ITALY,POZZUOLI,40.6,14.1,,,
1976,CHILE,"POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.52,-68.92,82,7.3,1
2003,BULGARIA,POVADIYA,43.083,27.486,34,4.4,
2008,ARGENTINA,POTRERILLOS,-32.938,-69.259,10,4.1,
1273,ITALY,POTENZA,40.6,15.8,,,
1990,ITALY,POTENZA,40.775,15.766,10,5.4,2
1795,TRINIDAD AND TOBAGO,PORT-OF-SPAIN,10.7,-61.7,,,
1825,TRINIDAD AND TOBAGO,PORT-OF-SPAIN,10.4,-61.3,,,
2006,TRINIDAD AND TOBAGO,PORT-OF-SPAIN,10.876,-61.756,53,6.1,
1987,ITALY,PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,19,4.6,
2018,HAITI,PORT-DEX-PAIX,20.041,-72.975,12,5.9,18
1751,HAITI,PORT-AU-PRINCE,18.5,-72.3,0,,
1751,HAITI,PORT-AU-PRINCE,18.5,-72.3,,,
1770,HAITI,PORT-AU-PRINCE,18.5,-73.4,10,,200
2010,HAITI,PORT-AU-PRINCE,18.457,-72.533,13,7,316000
1905,VANUATU,PORT VILA,-17.7,168.3,,,
1905,VANUATU,PORT VILA,-17.7,168.3,,,
1771,JAMAICA,"PORT ROYAL,KINGSTON",17.6,-76.5,,,
1677,JAMAICA,PORT ROYAL,17.6,-76.5,,,
1688,JAMAICA,PORT ROYAL,17.917,-76.867,,,
1688,JAMAICA,PORT ROYAL,17.6,-76.5,,,
1692,JAMAICA,PORT ROYAL,17.8,-76.7,10,,1000
1928,BULGARIA,POPOVITSA,42.1,25,10,7,
1735,COLOMBIA,POPAYAN,2.6,-76.5,20,4.5,
1751,COLOMBIA,POPAYAN,2.5,-76.5,,,
1885,COLOMBIA,POPAYAN,2.5,-76.5,,,
1787,USA TERRITORY,"PONCE,SAN JUAN",18,-66.4,,,
2020,USA TERRITORY,"PONCE,SAN JUAN",17.916,-66.813,10,6.4,4
63,ITALY,POMPEI,40.7,14.5,,,
2011,ECUADOR,POMASQUI,-0.13,-78.37,3,4,
1939,PERU,POMACANCHI,-12.5,-72,,,37
1843,GUADELOUPE,POINTE-A-PITRE,16.5,-62.2,33,8.3,5000
1851,GUADELOUPE,POINTE-A-PITRE,16.2,-61.4,,,
1899,AUSTRALIA,"POINT CHARLES, DARWIN",-12.4,130.7,,,
2017,SOUTH KOREA,POHANG,36.074,129.27,10,5.5,
1975,USA,POCATELLO VALLEY,42.06,-112.55,5,6,
1750,BULGARIA,PLOVDIV,42.1,24.8,,,
1915,USA,PLEASANT VALLEY,40.5,-117.5,,7.6,
1587,PERU,PIURA,-5.3,-80.5,,6.2,
1980,NEPAL,PITHORAGARH,29.598,81.092,18,6.5,200
1688,ITALY,PISTICCI,40.38,16.55,,,2000
1834,HUNGARY,"PISHKOL'T, ERENDREYD, DENGELEG",47.6,22.3,32,6.8,
1946,PERU,PISCO,-14,-76.25,70,7,
1882,CHILE,PISAGUA,-19.6,-70.2,,,
1978,TAIWAN,PINTUNG,23.247,122.075,33,7,2
2006,TAIWAN,PINGTUNG,21.799,120.547,10,7,2
2012,TAIWAN,PINGTUNG,22.661,120.891,28,5.9,
1759,ITALY,PINEROLO,44.9,7.3,,,
1992,CUBA,"PILON, MANZANILLO",19.613,-77.872,23,7,
1874,VENEZUELA,PILAR,10.5,-63.1,16,5.9,
1856,ITALY,PIEVE SANTO STEFANO,46.4,12.4,,,
1973,AZORES (PORTUGAL),"PICO, FAIAL, TERCEIRA",38.46,-28.31,5,5.1,1
1755,ECUADOR,"PICHINCHA, QUITO",-0.2,-78.5,,7,
1859,ECUADOR,PICHINCHA,-0.3,-78.5,,,
1561,ITALY,"PICERNO, TITO, BUCCINO",40.5,14.7,,,600
2003,BHUTAN,PHUENTSHOLING,27.264,89.331,47,5.5,
1905,KIRIBATI,PHOENIX ISLANDS,-1,-168,60,7.6,
52,GREECE,"PHILIPPI,DRAMA,KAVALA",41,24.3,,,
1817,USA,PHILADELPHIA,39.95,-75.1,,,
1840,USA,PHILADELPHIA,39.8,-75.2,,5.2,
1784,HAITI,"PETIT GOAVE,LEOGANE,PORT-AU-PRINCE",18.5,-72.3,,,
1942,ALBANIA,"PESHKOPIA, MAGELLARE",41.7,20.4,33,6,43
1992,PAKISTAN,"PESHAWAR, KOHAT, SHAKKAR KHEL",33.377,71.317,16,6,36
1969,ITALY,PERUGIA,43.2,12.4,33,4.7,
1982,ITALY,PERUGIA,43.164,12.586,16,4.4,
1833,PERU,PERU,-18.251,-71.01,,7.7,700
1831,CHILE,PERU,-18.5,-71,,7.8,
2012,BULGARIA,PERNIK,42.645,22.968,10,5.6,
1999,VANUATU,PENTECOST,-16.423,168.214,33,7.5,5
1800,CANARY ISLANDS,PENON DE LA GOMERA,28.1,-17.1,,,
1867,GREECE,PENINSULA OF MAINA (LACONIA),36.4,22.2,,7.1,
1816,INDONESIA,PENANG ISLAND,5,96.5,,,
1949,ECUADOR,PELILEO,-1.4,-78.5,10,6.7,
1930,MYANMAR (BURMA),"PEGU, RANGOON",17.3,96.5,,7.3,500
1978,GUATEMALA,PATZUN,14.843,-91.022,10,4.5,17
1714,GREECE,PATRAS,38.2,21.7,,6.3,
1714,GREECE,PATRAS,38.25,21.73,,,
1993,GREECE,PATRAS,38.224,21.756,23,5.6,
1785,GREECE,"PATRAI (PATRAS), ZAKYNTHOS (ZANTE)",38.2,21.7,,,38
1804,GREECE,PATRAI,38.2,21.8,,,
1834,COLOMBIA,PASTO,1.4,-77.1,,,
1936,COLOMBIA,PASTO,1.2,-77.3,,,18
1947,COLOMBIA,PASTO,1.2,-77.2,10,,2
2018,COLOMBIA,PASTO,1.032,-77.259,10,4.9,2
2018,ECUADOR,PASTAZA,-1.744,-77.672,21,5.2,1
2019,INDONESIA,PASSO,-3.65,128.216,54,5,1
2003,USA,"PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,8,6.6,2
2008,PANAMA,"PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967,32,6.1,
2017,PAKISTAN,PASNI,25.191,63.264,29,6.3,
1952,TURKEY,"PASINLER (HASANKALE),ERZINCAN",39.8,39.5,,,94
1952,TURKEY,"PASINLER (HASANKALE), ERZURUM",39.9,41.7,,6,103
2014,PERU,PARURO PROVINCE,-13.843,-71.695,10,5.1,8
2012,CHILE,"PARRAL, SANTIAGO",-35.2,-72.217,41,7.2,1
1971,ITALY,PARMA,44.8,10.3,7,5.2,2
1914,PERU,"PARARCA,PAYSA,COLTA,OYALA",-15.2,-73.2,,,34
2016,COSTA RICA,"PARAISO, TURRIALBA",9.949,-83.807,1,5.3,
2015,INDONESIA,PAPUA,-2.629,138.528,48,7,1
76,CYPRUS,"PAPHOS, SALAMIS",34.8,32,,,
1995,CYPRUS,"PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.046,32.279,10,5.9,2
1953,CYPRUS,PAPHOS,35,32.5,,6.5,40
2011,USA,PAONIA,38.947,-107.497,1,3.1,
-63,RUSSIA,PANTIKAPEY,45.2,36.6,20,6.4,
2006,TAJIKISTAN,PANJ-QUMSANGIR,37.255,68.828,34,5.6,3
1999,INDONESIA,"PANDEGLANG, W JAWA, SE SUMATERA",-6.845,105.555,56,6.5,5
1620,PHILIPPINES,"PANAY,ILOILO,CAPIZ",10.8,122.5,,,
1787,PHILIPPINES,"PANAY,CAPIZ,ILOILO",10.8,122.5,,,
1948,PHILIPPINES,"PANAY, ILOILO CITY, ANTIQUE",10.5,122,33,8.3,72
1887,PHILIPPINES,"PANAY, ILOILO",10.7,122.6,,,
1916,PHILIPPINES,PANAY,11.1,122.3,,,
1787,PHILIPPINES,PANAY,10.7,122.5,,,
1960,PHILIPPINES,PANAY,11.1,122.3,,,3
1970,PERU,"PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,35,5.4,12
1873,PANAMA,PANAMA CITY,8.96,-79.53,0,,
2009,PANAMA,PANAMA CITY,9.59,-78.966,38,6,
1621,PANAMA,PANAMA,8.6,-79.3,,,
1659,ITALY,"PANAIJA, SORIANO, POLIA",38.7,16.3,,,2035
1644,COLOMBIA,"PAMPLOMA,HERRAN; VENEZUELA",7.5,-72.5,,7,
2019,PHILIPPINES,PAMPANGA PROVINCE,14.924,120.497,20,6.1,18
1990,TAJIKISTAN,PAMIR MOUNTAINS,37.034,72.942,33,6.3,
1990,ECUADOR,"PAMASQUI,  QUITO",-0.059,-78.449,5,4.4,4
1894,ITALY,"PALMI, SANTA CRISTINA",38.3,15.9,,,101
1986,USA,PALM SPRINGS,34,-116.61,12,6,
758,ISRAEL,PALESTINE; SYRIA,31.2,34.2,,,
1457,ISRAEL,PALESTINE; SYRIA,31.2,34.2,,,32000
1752,ISRAEL,PALESTINE; SYRIA,31.2,34.2,,,20000
1458,ISRAEL,PALESTINE,31.2,34.2,,,100
-33,ISRAEL,PALESTINE,31.2,34.2,,,30000
33,ISRAEL,PALESTINE,31.8,35.2,,,
419,ISRAEL,PALESTINE,31.2,34.2,,,
1726,ITALY,"PALERMO, MARSALA, MAZZARA",38.1,13.35,,,250
1903,ITALY,PALERMO,38.1,13.4,,,
2004,AFGHANISTAN,PAKTIA PROVINCE,33.426,69.524,10,5.2,2
1975,MYANMAR (BURMA),PAGAN,21.49,94.7,157,6.5,1
1985,PHILIPPINES,"PAGADIAN,  ZAMBOANGA",7.758,123.544,33,6.5,2
802,ITALY,PADOVA,45.4,11.9,,,
2005,INDONESIA,PADANG,-1.644,99.607,19,6.7,
2009,PERU,PACCHA,-11.779,-75.626,10,4.6,
1973,USA,OXNARD,34.1,-119,8,5.7,
1872,USA,OWENS VALLEY,36.7,-118.1,,7.8,27
2003,CHILE,"OVALLE, COQUIMBO; ARGENTINA",-30.608,-71.637,33,6.8,
2001,TURKEY,OSMANIYE,37.238,36.206,5,5.5,
1844,TURKEY,"OSMANCIK, ANKARA",40.98,34.8,,,200
1856,JAPAN,OSHIMA,40.5,143.5,,8,
1992,KYRGYZSTAN,OSH; UZBEKISTAN,41.019,72.429,50,6.2,4
2017,TAJIKISTAN,"OSH, BATKEN",39.494,71.444,11,6,
2008,KYRGYZSTAN,OSH,40.288,72.985,6,5.6,
2015,KYRGYZSTAN,OSH,40.376,73.204,18,5.6,
745,JAPAN,OSAKA BAY,34.6,135.3,,6.5,
1791,JAPAN,OSAKA BAY,34.5,135.4,,6.5,
2018,JAPAN,OSAKA,34.833,135.612,11,5.5,5
1991,ROMANIA,ORSAVA,44.888,22.407,12,5.6,
1975,USA,OROVILLE,39.439,-121.528,15,5.6,
1954,ALGERIA,ORLEANSVILLE,36.283,1.467,,6.7,1243
2014,SOUTH AFRICA,ORKNEY,-26.99,26.705,5,5.5,1
1846,ITALY,"ORCIANO, LUCIANA",43.4,10.6,5,6.1,56
1790,ALGERIA,ORAN; SPAIN,35.7,-0.6,,,3000
2008,ALGERIA,ORAN,35.616,-0.57,10,4.6,1
2008,ALGERIA,ORAN,35.883,-0.658,4,5.5,1
1909,JAPAN,OOMI,35.4,136.3,33,6.9,41
1714,JAPAN,OOMATI,36.5,138,,,56
1938,MEXICO,OMETEPEC,16.1,-98.3,,,
1600,PERU,OMATE,-16.6,-70.8,20,8.1,
2001,USA,"OLYMPIA, SEATTLE, TACOMA",47.149,-122.727,52,6.8,1
1427,SPAIN,"OLOT,BARCELONA",41.7,2.2,,,
1570,CHILE,OLD CONCEPCION,-36.75,-73,,8.3,
1853,JAPAN,OKINAWA,26.2,127.6,,,
1975,JAPAN,"OITA, AROSAN",33.19,131.3,7,6.1,
1810,JAPAN,OGA,39.9,139.9,,6.6,59
1978,JAPAN,"OFUNATO, TOHOKU",38.78,141.95,60,6.1,
2009,NEW ZEALAND,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,12,7.8,
1949,GREECE,OFF WEST COAST,38.2,20,15,,
1955,VENEZUELA,OFF THE COAST NEAR LA VELA,11.46,-69.57,,,
2012,NICARAGUA,OFF THE COAST,12.139,-88.59,28,7.3,
1703,JAPAN,OFF SW BOSO PENINSULA,35,140,,8.2,5233
1930,SPAIN,OFF SOUTHERN COAST,36,-3,,,
1944,JAPAN,OFF SOUTHEAST COAST KII PENINSULA,34,137.1,30,8.1,1223
1906,PERU,OFF SOUTH COAST,-18,-71,33,7.9,
1979,COLOMBIA,"OFF SHORE, PACIFIC OCEAN",1.598,-79.358,33,7.7,600
1677,JAPAN,OFF SE. BOSO PENINSULA,35,141.5,,7.4,
1969,INDONESIA,OFF NW COAST SUMATERA,2.1,94.6,20,7.7,
1948,INDONESIA,OFF NORTHWEST COAST,6,95,,6.2,
1901,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,33,7.9,
1901,JAPAN,OFF NORTHEAST COAST HONSHU,40.6,142.3,33,8.2,18
1901,JAPAN,OFF NORTHEAST COAST HONSHU,40.5,142.5,33,6.3,
1877,CHILE,OFF NORTH COAST,-21.5,-70.5,40,8.3,103
1026,JAPAN,"OFF MASUDA, SHIMANE PREFECTURE",34.8,131.8,,7.5,
1971,RUSSIA,"OFF KAMCHATKA, SHEMYA, ATTU",56,163.3,33,7.8,
1971,RUSSIA,"OFF KAMCHATKA, SHEMYA",52.9,159.2,106,6.3,
1737,RUSSIA,OFF KAMCHATKA,55.5,163,20,7.8,
1841,RUSSIA,OFF KAMCHATKA,52,158,30,8.4,
1904,RUSSIA,OFF KAMCHATKA,52,159,30,8.3,
1904,RUSSIA,OFF KAMCHATKA,52,159,30,8.1,
1904,RUSSIA,OFF KAMCHATKA,52,159,60,7.9,
1915,RUSSIA,OFF KAMCHATKA,53.5,163.3,20,7.3,
1969,RUSSIA,OFF KAMCHATKA,57.7,163.6,51,7.3,
1905,JAPAN,OFF FUKUSHIMA,37.4,142.6,33,7,
1968,JAPAN,OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,7,8.2,52
1994,JAPAN,OFF EAST COAST OF HONSHU ISLAND,40.608,143.683,13,6.4,
2008,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,22,6.9,
1916,JAPAN,OFF EAST COAST HONSHU,33,141,60,7.8,
1919,JAPAN,OFF EAST COAST HONSHU,40.5,145.5,60,7.6,
1938,JAPAN,OFF EAST COAST HONSHU,37.5,142.2,0,7.5,
2011,JAPAN,OFF EAST COAST HONSHU,38.058,144.59,19,7.6,
2016,JAPAN,OFF EAST COAST HONSHU,40.394,143.68,10,6,
1962,JAPAN,OFF COAST OF HONSHU ISLAND,41.8,142.4,60,5.7,
1968,JAPAN,OFF COAST OF HONSHU ISLAND,41.5,142.7,33,7.5,
1894,JAPAN,OFF COAST OF HONSHU,42.5,146,40,7.9,1
1903,MEXICO,OFF COAST OF GUERRERO,15,-98,33,7.7,
1996,MEXICO,OFF COAST OF GUERRERO,15.978,-98.07,21,7.1,
2005,USA,OFF COAST NORTHERN,41.301,-125.97,10,7.2,
2010,USA,OFF COAST NORTHERN,40.652,-124.692,29,6.5,
1947,NEW ZEALAND,OFF COAST NORTH ISLAND,-38.85,178.87,12,7.1,
1947,NEW ZEALAND,OFF COAST NORTH ISLAND,-38.42,178.88,12,6.9,
2007,NEW ZEALAND,OFF COAST NORTH ISLAND,-39.011,178.291,20,6.6,1
1920,CHILE,OFF COAST CENTRAL,-38,-73.5,15,7,
2011,CHILE,OFF COAST CENTRAL,-36.474,-73.125,28,6.8,
1483,IRAN,OFF COAST,24.9,57.9,,7.7,
1906,ECUADOR,OFF COAST,1,-81.5,25,8.6,1000
1908,PERU,OFF COAST,-14,-78,,,
1916,NICARAGUA,OFF COAST,11,-86,60,7.5,
1967,PERU,OFF COAST,-10.6,-79.8,40,7,
2008,PERU,OFF COAST,-12.178,-77.164,51,5.3,
2007,CHILE,"OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",-32.689,-71.695,25,5.9,
1981,CHILE,"OFF CENTRAL COAST, LAS CRUCES",-33.134,-73.074,33,7.5,1
1914,CHILE,OFF CENTRAL COAST,-35,-73,33,7.6,
1927,GREECE,OETYLOS (LACONIA),36.75,22.75,120,7.3,
1633,JAPAN,ODAWARA,35.2,139.2,,7.1,150
1853,JAPAN,ODAWARA,35.5,139.5,,,79
1878,VENEZUELA,OCUMARE DEL TUY,10.7,-66.5,,,
1916,VENEZUELA,OCUMARE DE LA COSTA DE ORO,10.46,-67.77,0,,
2010,USA,OCOTILLO,32.7,-115.921,5,5.8,
1959,MEXICO,OAXACA;,17,-96.3,100,6.8,
1870,MEXICO,"OAXACA,ZANAGUIA,SAN FRANCISCO OZOLOTEPEC",15.4,-96.3,,7.9,24
1815,MEXICO,"OAXACA,TAMAZULAPAN",17,-96.3,,,
1682,MEXICO,"OAXACA,MEXICO CITY",17,-96.3,,,
1740,MEXICO,"OAXACA,MEXICO CITY",17,-96.3,,,
1872,MEXICO,"OAXACA,MEXICO CITY",17,-96.3,,,
1848,MEXICO,"OAXACA,GUERRERO",17,-96.3,,,
1928,MEXICO,"OAXACA,COLIMA,PUEBLA,GUERRERO,MORELOS",17.8,-97.6,100,7.7,
1998,MEXICO,"OAXACA, SAN AGUSTIN, SAN FRANCISCO",15.883,-96.298,33,6.3,
1603,MEXICO,"OAXACA, MIXTECA",18,-92.5,,,
1968,MEXICO,"OAXACA, GUERRERO",16.5,-97.8,36,7.5,18
2017,MEXICO,"OAXACA, CHIAPAS, TABASCO; GUATEMALA",14.761,-94.103,46,8.2,98
1897,MEXICO,OAXACA,17,-96.3,,7,
1983,MEXICO,OAXACA,16.147,-95.232,57,6.7,
1951,MEXICO,OAXACA,16.1,-96.8,50,6.2,1
1604,MEXICO,OAXACA,17,-96.3,,,
1608,MEXICO,OAXACA,17,-96.3,,,
1619,MEXICO,OAXACA,17,-96.3,,,
1662,MEXICO,OAXACA,17,-96.3,,,
1701,MEXICO,OAXACA,16.5,-97,,,
1714,MEXICO,OAXACA,17,-96.3,,,
1784,MEXICO,OAXACA,17,-96.3,,,
1795,MEXICO,OAXACA,17,-96.3,,,
1801,MEXICO,OAXACA,17,-96.3,,,7
1830,MEXICO,OAXACA,17,-96.3,,,
1845,MEXICO,OAXACA,17,-96.3,,,
1847,MEXICO,OAXACA,17,-96.3,,,
1852,MEXICO,OAXACA,17,-96.3,,,
1855,MEXICO,OAXACA,17,-96.3,,,
1856,MEXICO,OAXACA,17,-96.3,,,
1858,MEXICO,OAXACA,17,-96.3,,,
1910,MEXICO,OAXACA,16.8,-95.9,,6.9,
1928,MEXICO,OAXACA,15.67,-96.1,60,7.7,
1928,MEXICO,OAXACA,17.75,-97.1,,7.8,
1928,MEXICO,OAXACA,16.028,-97.036,35,7.7,4
1928,MEXICO,OAXACA,16,-97,60,7.6,
1931,MEXICO,OAXACA,16.1,-96.8,50,7.9,
1978,MEXICO,OAXACA,16.01,-96.591,18,7.7,9
1999,MEXICO,OAXACA,16.059,-96.931,61,7.5,35
2014,MEXICO,OAXACA,17.682,-95.653,107,6.3,1
2017,MEXICO,OAXACA,16.626,-95.078,10,6.1,5
2018,MEXICO,OAXACA,16.646,-97.653,25,7.2,13
2020,MEXICO,OAXACA,16.029,-95.901,26,7.4,10
1993,NEPAL,NW; INDIA,28.723,82.28,37,5.1,
1900,INDONESIA,NW. IRIAN JAYA,-4,140,33,6.9,
1915,INDONESIA,NW. IRIAN JAYA,-1,136,,6,
1644,JAPAN,NW. HONSHU ISLAND,39.4,140.1,,6.9,
1964,JAPAN,NW. HONSHU ISLAND,40.3,139,30,6.9,
1964,JAPAN,NW. HONSHU ISLAND,40.4,139,,6.6,
1762,JAPAN,NW. HONSHU I. (SADO),38.1,138.7,,6.6,
1983,IRAN,"NW, ZANJIN",36.948,49.18,41,5,3
1983,TURKEY,"NW, BIGA, ERDEK, ISTANBUL",40.324,27.222,10,6.1,5
1907,INDONESIA,NW SUMATRA,2,94.5,50,7.8,
1919,PHILIPPINES,"NW PANAY, SW TABLAS, CARABAO I",12,122,,,
1879,PHILIPPINES,NW MINDANAO,9.8,125.5,,,
1897,PHILIPPINES,NW MINDANAO,6,122,33,8.6,
1802,JAPAN,NW HONSHU,37.7,138.3,,6.6,19
1893,SERBIA,NW,44.2,21.2,,,3
1965,IRAN,NW,37.6,47.1,52,5.1,20
1980,MEXICO,NW,32.22,-114.985,5,6.4,1
1995,EGYPT,NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,28.826,34.799,10,7.2,11
2008,KYRGYZSTAN,NURA,39.533,73.824,27,6.6,74
1881,PHILIPPINES,"NUEVA VIZCAYA,BAYOMBONG",16.5,121.1,,,
1881,PHILIPPINES,NUEVA VIZCAYA,16.2,121.2,,,
1493,IRAN,NOWZAD-MASK,33,59.8,,6.5,
1995,NEW CALEDONIA,NOUMEA; VANUATU,-23.008,169.9,20,7.7,
1729,JAPAN,NOTO,37.5,137,,,5
2009,GEORGIA,NORTHWESTERN,42.66,43.443,15,6,
1994,USA,NORTHRIDGE,34.213,-118.537,18,6.7,60
2009,HONDURAS,NORTHERN; BELIZE,16.72,-86.236,10,7.3,7
1970,PERU,"NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,43,7.9,66794
1982,INDONESIA,NORTHERN SUMATERA,4.374,97.755,52,5.4,
1897,PHILIPPINES,NORTHERN SAMAR,12,126,33,8.1,
1897,PHILIPPINES,NORTHERN SAMAR,12,126,,,
1897,PHILIPPINES,NORTHERN SAMAR,12,126,33,7.9,
2014,CHILE,NORTHERN,-19.61,-70.769,25,8.2,7
2014,CHILE,NORTHERN,-20.571,-70.493,22,7.7,
1877,CHILE,NORTHERN,-21.2,-70.1,,,
2002,CHILE,NORTHERN,-19.384,-69.231,33,5.6,
1983,CHILE,NORTHERN,-26.535,-70.563,15,7.3,5
1978,CHILE,NORTHERN,-26.51,-70.54,58,7,
1996,PERU,NORTHERN,-9.593,-79.587,10,7.5,
2004,ITALY,NORTHERN,45.626,10.559,17,5.1,
2010,ALGERIA,NORTHERN,35.9,4.12,2,5.2,2
2004,ALGERIA,NORTHERN,36.852,3.418,10,4.4,
1999,ALGERIA,NORTHERN,35.321,-1.281,10,5.6,24
1851,USA,NORTHERN,37.8,-122.4,,,
1851,USA,NORTHERN,40,-122,,,
1852,USA,NORTHERN,,,,,
1854,USA,NORTHERN,37.8,-122.4,,,
1855,USA,NORTHERN,40.75,-124.2,,,
1856,USA,NORTHERN,37.5,-122.3,,5.5,
1856,ALGERIA,NORTHERN,37.1,5.7,,,
1856,ALGERIA,NORTHERN,37.1,5.7,,,3
1873,USA,NORTHERN,42,-124,,6.7,
1877,CHILE,NORTHERN,-19.6,-70.2,,,
1878,CHILE,NORTHERN,-20.2,-70.1,,,
1878,CHILE,NORTHERN,-20.2,-70.1,,,
1878,CHILE,NORTHERN,-23.7,-70.4,,,
1881,CHILE,NORTHERN,-20.2,-70.1,,,
1881,CHILE,NORTHERN,-19.6,-70.2,,,
1882,CHILE,NORTHERN,-33.58,-71.63,,,
1895,CHILE,NORTHERN,-18,-71,,,
1911,CHILE,NORTHERN,-20,-72,,7.3,
1918,CHILE,NORTHERN,-28.5,-71.5,80,7.9,
1922,USA,NORTHERN,41,-125.5,,7.6,
1922,CHILE,NORTHERN,-28,-72,33,,
1923,USA,NORTHERN,40.8,-124.5,,7.2,
1923,CHILE,NORTHERN,-18.5,-70.3,33,,
1925,CHILE,NORTHERN,-26,-71.5,50,7.1,
1928,CHILE,NORTHERN,-22.5,-70.5,33,7.1,
1930,CHILE,NORTHERN,-28.5,-71,,6,
1940,CHILE,NORTHERN,-22,-71,75,7.3,
1941,USA,NORTHERN,40.5,-125.25,,6.6,
1941,ATLANTIC OCEAN,NORTHERN,37.417,-18.983,,8.3,
1946,CHILE,NORTHERN,-26.5,-70.5,60,7.9,2
1953,CHILE,NORTHERN,-22.1,-68.7,128,7.4,3
1954,ATLANTIC OCEAN,NORTHERN,29.5,-29.5,,7.5,
1954,AFGHANISTAN,NORTHERN,36,66,,,2000
1965,CHILE,NORTHERN,-25.67,-70.63,36,7,
1967,CHILE,NORTHERN,-28.78,-71.19,35,5.9,
1967,CHILE,NORTHERN,-21.7,-69.5,33,7.5,1
1970,CHILE,NORTHERN,-22.28,-70.55,44,6.4,
1970,CHILE,NORTHERN,-20.94,-69.81,33,6,
1980,ALGERIA,NORTHERN,36.195,1.354,10,7.7,5000
2006,ALGERIA,NORTHERN,36.623,5.328,10,4.9,4
1961,COLOMBIA,NORTHEASTERN COLOMBIA,8.9,-73.4,120,6.5,
1946,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.25,-69,15,7.9,
1946,DOMINICAN REPUBLIC,NORTHEASTERN COAST,19.5,-69.5,15,7.5,
2003,IRAN,NORTHEASTERN,35.476,60.784,41,5.2,
1998,CHINA,NORTHEASTERN,41.083,114.5,30,5.7,70
1999,CHINA,NORTHEASTERN,40.459,122.889,10,5,
1976,ITALY,NORTHEASTERN,46.28,13.157,16,5.5,5
1976,ITALY,NORTHEASTERN,46.302,13.197,10,6,11
1982,AFGHANISTAN,NORTHEASTERN,36.148,69.011,36,6.6,500
1811,USA,NORTHEAST (NEW MADRID EARTHQUAKES),35.6,-90.4,,7.5,
1811,USA,NORTHEAST (NEW MADRID EARTHQUAKES),35.6,-90.4,,7,
2017,INDONESIA,NORTH MALUKU,2.465,128.148,8,5.8,1
2020,INDONESIA,NORTH MALUKU,2.923,128.248,107,6.4,
1995,NEW ZEALAND,NORTH ISLAND; S ISLAND,-37.759,178.752,21,7.1,
1987,NEW ZEALAND,"NORTH ISLAND, WHAKATANI, EDGECUMBE",-37.965,176.765,19,6.6,1
2004,NEW ZEALAND,NORTH ISLAND,-38,176.51,5,5.4,1
1831,NEW ZEALAND,NORTH ISLAND,-38.7,178,,,
2010,NEW ZEALAND,NORTH ISLAND,-40.433,176.818,21,5.1,
1914,NEW ZEALAND,NORTH ISLAND,-37.8,178.2,,,1
1934,NEW ZEALAND,NORTH ISLAND,-40.5,175.5,60,7.5,
1956,NEW ZEALAND,NORTH ISLAND,-38.9,175.7,,5.3,
2005,NEW ZEALAND,NORTH ISLAND,-41.223,175.21,39,5.3,
2008,NEW ZEALAND,NORTH ISLAND,-39.715,176.851,32,5.5,
1980,USA,NORTH COAST,41.117,-124.253,19,7.2,5
1939,CHILE,NORTH CENTRAL,-27,-70.5,100,7.4,
1994,USA,NORTH,40.402,-125.68,10,7,
1328,ITALY,NORCIA,42.8,13,,,5000
1730,ITALY,NORCIA,42.8,13,,,200
2016,ITALY,NORCIA,42.84,13.11,9,6.6,2
1921,CENTRAL AFRICAN REPUBLIC,NOLA,3.8,16.3,,4.8,
2000,TANZANIA,"NKANSI, RUKWA",-7.977,30.709,34,6.5,
1209,IRAN,NISHAPUR,36,58.8,10,7.6,
10,TURKMENISTAN,NISA,38,58.3,18,7.1,
943,TURKMENISTAN,NISA,38,58.3,,,5000
953,TURKMENISTAN,NISA,38,58.3,18,7.1,
1863,IRAN,"NIR,ARDABIL",38,47.6,,,500
